,in,dur,out,init_soc
2736,11.0,0.0,11.0,0.9
2737,15.0,0.0,15.0,0.2
2738,18.0,14.0,32.0,0.4
2739,12.0,21.0,33.0,0.7
2740,7.0,8.0,15.0,0.8
2741,19.0,1.0,20.0,0.7
2742,18.0,14.0,32.0,0.6
2743,11.0,1.0,12.0,0.9
2744,21.0,11.0,32.0,0.3
2745,21.0,20.0,41.0,0.1
2746,11.0,4.0,15.0,0.7
2747,17.0,2.0,19.0,0.4
2748,16.0,17.0,33.0,1.0
2749,9.0,0.0,9.0,0.6
2750,18.0,12.0,30.0,0.4
2751,19.0,14.0,33.0,0.5
2752,12.0,0.0,12.0,0.4
2753,15.0,9.0,24.0,0.9
2754,14.0,2.0,16.0,0.6
2755,13.0,3.0,16.0,0.6
2756,18.0,14.0,32.0,0.6
2757,8.0,4.0,12.0,0.9
2758,12.0,0.0,12.0,0.5
2759,8.0,9.0,17.0,0.4
2760,15.0,3.0,18.0,0.4
2761,16.0,16.0,32.0,0.3
2762,13.0,4.0,17.0,0.4
2763,12.0,6.0,18.0,0.9
2764,16.0,16.0,32.0,0.9
2765,16.0,7.0,23.0,0.6
2766,16.0,20.0,36.0,0.9
2767,18.0,0.0,18.0,0.2
2768,22.0,9.0,31.0,0.3
2769,16.0,22.0,38.0,0.2
2770,19.0,9.0,28.0,0.5
2771,20.0,13.0,33.0,0.7
2772,20.0,15.0,35.0,0.7
2773,18.0,2.0,20.0,0.8
2774,17.0,0.0,17.0,0.1
2775,13.0,4.0,17.0,0.8
2776,16.0,22.0,38.0,0.3
2777,21.0,9.0,30.0,0.5
2778,8.0,9.0,17.0,0.4
2779,16.0,14.0,30.0,0.6
2780,20.0,20.0,40.0,0.7
2781,8.0,9.0,17.0,0.3
2782,22.0,13.0,35.0,0.2
2783,11.0,1.0,12.0,0.5
2784,18.0,14.0,32.0,0.6
2785,9.0,7.0,16.0,0.7
2786,8.0,10.0,18.0,0.5
2787,11.0,2.0,13.0,0.7
2788,15.0,0.0,15.0,0.6
2789,9.0,4.0,13.0,0.5
2790,23.0,7.0,30.0,0.3
2791,17.0,15.0,32.0,0.7
2792,16.0,2.0,18.0,0.7
2793,13.0,2.0,15.0,0.6
2794,7.0,5.0,12.0,0.9
2795,15.0,0.0,15.0,0.3
2796,16.0,0.0,16.0,0.7
2797,13.0,17.0,30.0,0.3
2798,17.0,2.0,19.0,0.9
2799,13.0,20.0,33.0,0.1
2800,21.0,0.0,21.0,0.8
2801,15.0,2.0,17.0,0.5
2802,9.0,2.0,11.0,0.4
2803,15.0,5.0,20.0,0.6
2804,8.0,4.0,12.0,0.9
2805,14.0,0.0,14.0,0.4
2806,10.0,0.0,10.0,0.5
2807,10.0,22.0,32.0,0.6
2808,14.0,0.0,14.0,0.5
2809,19.0,12.0,31.0,0.6
2810,9.0,1.0,10.0,0.6
2811,12.0,0.0,12.0,0.3
2812,16.0,15.0,31.0,0.3
2813,14.0,1.0,15.0,0.4
2814,12.0,22.0,34.0,0.6
2815,13.0,4.0,17.0,0.7
2816,16.0,14.0,30.0,0.3
2817,15.0,2.0,17.0,0.9
2818,19.0,0.0,19.0,0.3
2819,17.0,15.0,32.0,0.9
2820,15.0,3.0,18.0,0.9
2821,17.0,11.0,28.0,0.2
2822,17.0,16.0,33.0,0.3
2823,12.0,4.0,16.0,0.5
2824,11.0,3.0,14.0,0.6
2825,16.0,0.0,16.0,0.5
2826,11.0,0.0,11.0,0.5
2827,14.0,17.0,31.0,0.7
2828,8.0,8.0,16.0,0.8
2829,18.0,12.0,30.0,0.5
2830,13.0,22.0,35.0,0.3
2831,10.0,0.0,10.0,0.4
2832,17.0,1.0,18.0,0.2
2833,9.0,1.0,10.0,0.6
2834,9.0,10.0,19.0,0.7
2835,17.0,14.0,31.0,0.6
2836,19.0,9.0,28.0,0.6
2837,19.0,12.0,31.0,0.5
2838,14.0,4.0,18.0,0.6
2839,12.0,1.0,13.0,0.4
2840,17.0,20.0,37.0,0.3
2841,22.0,21.0,43.0,0.6
2842,10.0,22.0,32.0,0.4
2843,20.0,3.0,23.0,0.9
2844,10.0,2.0,12.0,0.7
2845,17.0,15.0,32.0,0.5
2846,16.0,4.0,20.0,0.3
2847,11.0,3.0,14.0,0.6
2848,19.0,19.0,38.0,0.2
2849,8.0,8.0,16.0,0.8
2850,13.0,19.0,32.0,0.7
2851,13.0,20.0,33.0,0.8
2852,12.0,5.0,17.0,0.4
2853,10.0,0.0,10.0,0.8
2854,19.0,1.0,20.0,0.3
2855,14.0,0.0,14.0,0.9
2856,15.0,16.0,31.0,0.8
2857,19.0,1.0,20.0,0.5
2858,19.0,13.0,32.0,1.0
2859,10.0,2.0,12.0,0.6
2860,12.0,21.0,33.0,0.9
2861,20.0,16.0,36.0,0.5
2862,10.0,0.0,10.0,0.5
2863,11.0,1.0,12.0,1.0
2864,8.0,8.0,16.0,0.4
2865,9.0,1.0,10.0,0.5
2866,15.0,2.0,17.0,0.5
2867,10.0,0.0,10.0,1.0
2868,20.0,1.0,21.0,0.6
2869,17.0,16.0,33.0,0.5
2870,15.0,0.0,15.0,0.3
2871,21.0,12.0,33.0,0.8
2872,9.0,6.0,15.0,0.5
2873,20.0,12.0,32.0,0.2
2874,13.0,1.0,14.0,0.8
2875,13.0,4.0,17.0,0.6
2876,10.0,1.0,11.0,0.7
2877,19.0,10.0,29.0,0.5
2878,19.0,10.0,29.0,0.5
2879,12.0,2.0,14.0,0.9
2880,19.0,0.0,19.0,0.5
2881,8.0,0.0,8.0,0.4
2882,12.0,7.0,19.0,0.4
2883,13.0,0.0,13.0,0.7
2884,19.0,10.0,29.0,0.9
2885,14.0,22.0,36.0,0.6
2886,20.0,14.0,34.0,0.2
2887,19.0,13.0,32.0,0.3
2888,17.0,15.0,32.0,0.6
2889,19.0,1.0,20.0,0.5
2890,15.0,0.0,15.0,0.7
2891,11.0,2.0,13.0,0.6
2892,22.0,9.0,31.0,0.8
2893,20.0,8.0,28.0,0.2
2894,9.0,7.0,16.0,0.6
2895,10.0,0.0,10.0,0.6
2896,15.0,17.0,32.0,0.1
2897,12.0,0.0,12.0,0.7
2898,19.0,0.0,19.0,0.4
2899,6.0,1.0,7.0,0.6
2900,11.0,4.0,15.0,0.3
2901,19.0,1.0,20.0,0.5
2902,17.0,19.0,36.0,0.7
2903,9.0,8.0,17.0,0.9
2904,15.0,2.0,17.0,0.9
2905,8.0,9.0,17.0,0.2
2906,15.0,0.0,15.0,0.9
2907,18.0,2.0,20.0,0.7
2908,10.0,5.0,15.0,0.6
2909,16.0,20.0,36.0,0.8
2910,11.0,1.0,12.0,0.7
2911,13.0,3.0,16.0,0.9
2912,18.0,21.0,39.0,0.4
2913,19.0,14.0,33.0,0.3
2914,7.0,2.0,9.0,0.7
2915,20.0,23.0,43.0,0.9
2916,15.0,1.0,16.0,1.0
2917,12.0,23.0,35.0,0.9
2918,14.0,0.0,14.0,0.5
2919,10.0,2.0,12.0,0.5
2920,9.0,9.0,18.0,0.2
2921,15.0,0.0,15.0,1.0
2922,10.0,1.0,11.0,0.3
2923,19.0,11.0,30.0,0.2
2924,11.0,0.0,11.0,0.9
2925,10.0,9.0,19.0,0.2
2926,15.0,1.0,16.0,0.6
2927,15.0,9.0,24.0,0.3
2928,21.0,0.0,21.0,0.3
2929,14.0,22.0,36.0,0.2
2930,8.0,8.0,16.0,0.2
2931,8.0,4.0,12.0,1.0
2932,12.0,1.0,13.0,0.5
2933,23.0,8.0,31.0,0.2
2934,14.0,0.0,14.0,0.3
2935,8.0,9.0,17.0,0.9
2936,11.0,0.0,11.0,0.6
2937,16.0,2.0,18.0,0.2
2938,8.0,0.0,8.0,0.8
2939,14.0,1.0,15.0,0.3
2940,16.0,14.0,30.0,0.6
2941,6.0,1.0,7.0,0.5
2942,7.0,9.0,16.0,0.5
2943,19.0,3.0,22.0,0.3
2944,12.0,3.0,15.0,0.5
2945,19.0,10.0,29.0,0.2
2946,8.0,13.0,21.0,0.9
2947,10.0,0.0,10.0,0.5
2948,16.0,0.0,16.0,0.5
2949,9.0,4.0,13.0,0.4
2950,12.0,0.0,12.0,0.6
2951,14.0,1.0,15.0,0.9
2952,13.0,1.0,14.0,0.4
2953,15.0,2.0,17.0,0.6
2954,13.0,22.0,35.0,0.6
2955,18.0,14.0,32.0,0.1
2956,11.0,0.0,11.0,0.5
2957,11.0,8.0,19.0,0.6
2958,18.0,14.0,32.0,0.2
2959,15.0,3.0,18.0,0.8
2960,17.0,22.0,39.0,0.4
2961,18.0,4.0,22.0,0.5
2962,17.0,1.0,18.0,0.7
2963,8.0,5.0,13.0,0.7
2964,20.0,0.0,20.0,0.6
2965,15.0,2.0,17.0,0.2
2966,11.0,23.0,34.0,0.7
2967,11.0,1.0,12.0,0.6
2968,8.0,9.0,17.0,0.8
2969,11.0,23.0,34.0,1.0
2970,15.0,2.0,17.0,0.9
2971,8.0,3.0,11.0,0.6
2972,20.0,17.0,37.0,0.2
2973,16.0,3.0,19.0,0.3
2974,16.0,0.0,16.0,0.9
2975,9.0,6.0,15.0,0.4
2976,10.0,0.0,10.0,0.2
2977,17.0,15.0,32.0,0.2
2978,16.0,19.0,35.0,0.6
2979,14.0,0.0,14.0,0.5
2980,14.0,5.0,19.0,0.3
2981,8.0,1.0,9.0,0.8
2982,16.0,15.0,31.0,0.8
2983,22.0,9.0,31.0,0.2
2984,17.0,13.0,30.0,0.6
2985,19.0,0.0,19.0,0.7
2986,20.0,12.0,32.0,0.5
2987,18.0,20.0,38.0,1.0
2988,16.0,0.0,16.0,0.4
2989,15.0,2.0,17.0,0.9
2990,11.0,2.0,13.0,0.8
2991,7.0,0.0,7.0,0.2
2992,9.0,3.0,12.0,0.5
2993,22.0,9.0,31.0,0.5
2994,8.0,8.0,16.0,0.2
2995,13.0,0.0,13.0,0.3
2996,18.0,21.0,39.0,0.7
2997,15.0,2.0,17.0,0.9
2998,19.0,12.0,31.0,0.3
2999,13.0,3.0,16.0,0.6
3000,6.0,11.0,17.0,0.6
3001,10.0,1.0,11.0,0.3
3002,19.0,1.0,20.0,0.3
3003,20.0,12.0,32.0,1.0
3004,18.0,14.0,32.0,0.1
3005,8.0,5.0,13.0,0.5
3006,13.0,0.0,13.0,0.8
3007,17.0,12.0,29.0,0.4
3008,17.0,4.0,21.0,0.9
3009,10.0,2.0,12.0,0.5
3010,17.0,15.0,32.0,0.3
3011,6.0,12.0,18.0,0.7
3012,18.0,0.0,18.0,1.0
3013,21.0,10.0,31.0,0.3
3014,11.0,2.0,13.0,0.2
3015,22.0,9.0,31.0,0.7
3016,14.0,18.0,32.0,0.1
3017,18.0,13.0,31.0,0.8
3018,13.0,4.0,17.0,0.7
3019,17.0,1.0,18.0,0.4
3020,20.0,1.0,21.0,0.7
3021,19.0,12.0,31.0,0.4
3022,22.0,10.0,32.0,0.7
3023,8.0,9.0,17.0,0.6
3024,14.0,0.0,14.0,0.7
3025,18.0,16.0,34.0,0.4
3026,21.0,13.0,34.0,0.1
3027,19.0,13.0,32.0,0.4
3028,14.0,0.0,14.0,0.9
3029,19.0,12.0,31.0,0.7
3030,15.0,3.0,18.0,0.3
3031,13.0,4.0,17.0,0.8
3032,10.0,0.0,10.0,1.0
3033,13.0,3.0,16.0,0.9
3034,17.0,22.0,39.0,0.6
3035,12.0,7.0,19.0,0.5
3036,16.0,2.0,18.0,0.8
3037,9.0,3.0,12.0,0.6
3038,19.0,0.0,19.0,0.2
3039,17.0,19.0,36.0,0.8
3040,12.0,20.0,32.0,0.3
3041,15.0,8.0,23.0,0.7
3042,20.0,0.0,20.0,0.4
3043,21.0,1.0,22.0,0.5
3044,13.0,0.0,13.0,0.5
3045,9.0,7.0,16.0,0.2
3046,22.0,11.0,33.0,0.3
3047,12.0,0.0,12.0,0.5
3048,18.0,0.0,18.0,0.8
3049,11.0,0.0,11.0,0.7
3050,14.0,1.0,15.0,0.6
3051,13.0,22.0,35.0,0.8
3052,18.0,0.0,18.0,0.2
3053,19.0,13.0,32.0,0.5
3054,14.0,0.0,14.0,0.8
3055,18.0,11.0,29.0,0.2
3056,12.0,0.0,12.0,0.3
3057,23.0,6.0,29.0,0.3
3058,21.0,11.0,32.0,0.8
3059,11.0,5.0,16.0,0.3
3060,13.0,1.0,14.0,0.9
3061,8.0,8.0,16.0,0.9
3062,17.0,1.0,18.0,0.7
3063,18.0,18.0,36.0,0.5
3064,16.0,0.0,16.0,0.7
3065,20.0,14.0,34.0,0.1
3066,20.0,1.0,21.0,0.3
3067,8.0,1.0,9.0,0.9
3068,14.0,21.0,35.0,0.7
3069,10.0,10.0,20.0,0.3
3070,14.0,0.0,14.0,0.5
3071,13.0,19.0,32.0,0.9
3072,17.0,14.0,31.0,0.3
3073,24.0,8.0,32.0,0.6
3074,13.0,20.0,33.0,0.5
3075,11.0,5.0,16.0,0.8
3076,10.0,1.0,11.0,0.4
3077,8.0,23.0,31.0,0.9
3078,8.0,6.0,14.0,0.4
3079,22.0,11.0,33.0,0.7
3080,13.0,21.0,34.0,0.4
3081,18.0,0.0,18.0,0.4
3082,17.0,1.0,18.0,0.7
3083,16.0,1.0,17.0,0.3
3084,12.0,1.0,13.0,0.5
3085,14.0,0.0,14.0,0.7
3086,18.0,21.0,39.0,0.5
3087,14.0,1.0,15.0,0.4
3088,8.0,8.0,16.0,0.3
3089,9.0,8.0,17.0,0.7
3090,11.0,3.0,14.0,0.7
3091,9.0,0.0,9.0,0.8
3092,9.0,12.0,21.0,0.9
3093,9.0,0.0,9.0,0.9
3094,13.0,0.0,13.0,0.3
3095,9.0,0.0,9.0,0.9
3096,13.0,0.0,13.0,1.0
3097,20.0,15.0,35.0,0.2
3098,13.0,0.0,13.0,0.3
3099,15.0,0.0,15.0,0.7
3100,15.0,0.0,15.0,0.8
3101,8.0,4.0,12.0,0.4
3102,9.0,2.0,11.0,0.2
3103,22.0,11.0,33.0,0.1
3104,19.0,1.0,20.0,0.3
3105,13.0,19.0,32.0,0.9
3106,8.0,9.0,17.0,0.8
3107,15.0,1.0,16.0,0.5
3108,15.0,8.0,23.0,0.9
3109,17.0,13.0,30.0,0.7
3110,11.0,3.0,14.0,0.4
3111,13.0,6.0,19.0,0.6
3112,8.0,0.0,8.0,0.6
3113,7.0,22.0,29.0,0.5
3114,8.0,10.0,18.0,0.3
3115,7.0,8.0,15.0,0.7
3116,13.0,8.0,21.0,0.7
3117,22.0,12.0,34.0,0.7
3118,12.0,0.0,12.0,0.3
3119,23.0,11.0,34.0,0.3
3120,13.0,4.0,17.0,0.7
3121,7.0,8.0,15.0,0.5
3122,10.0,0.0,10.0,0.5
3123,7.0,8.0,15.0,0.6
3124,20.0,22.0,42.0,0.3
3125,18.0,23.0,41.0,0.1
3126,19.0,15.0,34.0,0.3
3127,12.0,0.0,12.0,0.3
3128,11.0,3.0,14.0,0.5
3129,8.0,9.0,17.0,0.6
3130,9.0,0.0,9.0,0.6
3131,12.0,6.0,18.0,0.7
3132,11.0,21.0,32.0,0.9
3133,18.0,16.0,34.0,0.3
3134,12.0,0.0,12.0,0.8
3135,20.0,2.0,22.0,0.8
3136,11.0,21.0,32.0,0.3
3137,17.0,14.0,31.0,0.8
3138,23.0,12.0,35.0,0.6
3139,14.0,1.0,15.0,0.8
3140,7.0,1.0,8.0,0.6
3141,13.0,21.0,34.0,0.7
3142,17.0,15.0,32.0,0.6
3143,23.0,14.0,37.0,0.9
3144,10.0,6.0,16.0,0.7
3145,19.0,12.0,31.0,0.6
3146,16.0,15.0,31.0,0.6
3147,17.0,15.0,32.0,0.3
3148,14.0,23.0,37.0,0.5
3149,8.0,0.0,8.0,0.4
3150,17.0,15.0,32.0,0.6
3151,11.0,1.0,12.0,0.3
3152,15.0,0.0,15.0,0.9
3153,9.0,2.0,11.0,0.8
3154,23.0,12.0,35.0,0.3
3155,14.0,3.0,17.0,0.3
3156,19.0,18.0,37.0,0.4
3157,13.0,4.0,17.0,0.9
3158,8.0,1.0,9.0,0.7
3159,13.0,0.0,13.0,0.3
3160,9.0,1.0,10.0,0.7
3161,17.0,14.0,31.0,0.9
3162,17.0,1.0,18.0,0.9
3163,14.0,3.0,17.0,0.2
3164,13.0,3.0,16.0,0.4
3165,14.0,3.0,17.0,0.6
3166,9.0,5.0,14.0,0.7
3167,15.0,1.0,16.0,0.6
3168,13.0,1.0,14.0,0.9
3169,7.0,8.0,15.0,0.6
3170,12.0,23.0,35.0,0.6
3171,9.0,0.0,9.0,0.7
3172,12.0,1.0,13.0,0.7
3173,19.0,12.0,31.0,0.8
3174,8.0,10.0,18.0,0.7
3175,14.0,21.0,35.0,0.4
3176,8.0,0.0,8.0,1.0
3177,7.0,1.0,8.0,0.7
3178,11.0,22.0,33.0,0.3
3179,8.0,3.0,11.0,0.4
3180,10.0,0.0,10.0,1.0
3181,15.0,17.0,32.0,0.7
3182,7.0,8.0,15.0,0.6
3183,13.0,1.0,14.0,0.6
3184,17.0,0.0,17.0,0.2
3185,21.0,9.0,30.0,0.6
3186,20.0,11.0,31.0,0.4
3187,11.0,22.0,33.0,0.2
3188,14.0,1.0,15.0,0.8
3189,13.0,3.0,16.0,0.6
3190,20.0,12.0,32.0,0.4
3191,22.0,3.0,25.0,0.8
3192,18.0,0.0,18.0,0.4
3193,7.0,1.0,8.0,0.5
3194,18.0,18.0,36.0,0.7
3195,19.0,13.0,32.0,1.0
3196,11.0,7.0,18.0,0.7
3197,8.0,7.0,15.0,0.8
3198,19.0,3.0,22.0,0.8
3199,14.0,23.0,37.0,0.9
3200,20.0,3.0,23.0,0.4
3201,15.0,22.0,37.0,0.4
3202,11.0,7.0,18.0,0.6
3203,8.0,12.0,20.0,0.8
3204,20.0,10.0,30.0,0.7
3205,19.0,14.0,33.0,0.5
3206,15.0,18.0,33.0,0.5
3207,16.0,20.0,36.0,0.6
3208,9.0,12.0,21.0,0.8
3209,19.0,0.0,19.0,0.5
3210,19.0,14.0,33.0,0.3
3211,6.0,1.0,7.0,0.3
3212,16.0,19.0,35.0,0.9
3213,24.0,15.0,39.0,0.5
3214,17.0,14.0,31.0,1.0
3215,10.0,2.0,12.0,0.5
3216,12.0,22.0,34.0,0.5
3217,18.0,13.0,31.0,0.6
3218,11.0,1.0,12.0,0.6
3219,9.0,3.0,12.0,0.4
3220,17.0,1.0,18.0,0.6
3221,14.0,1.0,15.0,0.6
3222,15.0,1.0,16.0,0.7
3223,16.0,0.0,16.0,0.9
3224,14.0,3.0,17.0,0.9
3225,7.0,0.0,7.0,0.9
3226,14.0,2.0,16.0,0.7
3227,9.0,8.0,17.0,0.5
3228,19.0,13.0,32.0,0.8
3229,17.0,15.0,32.0,0.9
3230,17.0,15.0,32.0,0.3
3231,20.0,11.0,31.0,0.3
3232,14.0,3.0,17.0,0.4
3233,14.0,16.0,30.0,0.2
3234,11.0,1.0,12.0,0.9
3235,11.0,0.0,11.0,0.9
3236,12.0,1.0,13.0,1.0
3237,17.0,0.0,17.0,0.9
3238,11.0,1.0,12.0,0.8
3239,16.0,23.0,39.0,0.7
3240,13.0,19.0,32.0,0.5
3241,14.0,4.0,18.0,0.3
3242,10.0,8.0,18.0,0.2
3243,12.0,2.0,14.0,0.7
3244,12.0,1.0,13.0,1.0
3245,10.0,1.0,11.0,0.4
3246,9.0,9.0,18.0,0.7
3247,17.0,1.0,18.0,0.6
3248,21.0,18.0,39.0,0.6
3249,18.0,14.0,32.0,0.6
3250,12.0,0.0,12.0,0.3
3251,17.0,0.0,17.0,0.1
3252,14.0,2.0,16.0,0.3
3253,17.0,13.0,30.0,0.5
3254,12.0,0.0,12.0,0.7
3255,11.0,12.0,23.0,0.3
3256,14.0,0.0,14.0,0.3
3257,13.0,5.0,18.0,0.8
3258,12.0,1.0,13.0,0.7
3259,13.0,0.0,13.0,1.0
3260,23.0,10.0,33.0,0.9
3261,22.0,8.0,30.0,0.6
3262,17.0,1.0,18.0,0.9
3263,11.0,1.0,12.0,0.3
3264,13.0,1.0,14.0,0.9
3265,9.0,23.0,32.0,0.4
3266,9.0,4.0,13.0,0.9
3267,23.0,10.0,33.0,0.2
3268,8.0,8.0,16.0,0.3
3269,13.0,2.0,15.0,0.1
3270,16.0,15.0,31.0,0.4
3271,11.0,7.0,18.0,0.7
3272,9.0,8.0,17.0,0.9
3273,19.0,13.0,32.0,0.9
3274,23.0,7.0,30.0,0.1
3275,9.0,9.0,18.0,0.6
3276,15.0,2.0,17.0,0.8
3277,11.0,1.0,12.0,1.0
3278,14.0,0.0,14.0,0.3
3279,12.0,20.0,32.0,0.4
3280,18.0,12.0,30.0,0.5
3281,8.0,10.0,18.0,0.3
3282,17.0,2.0,19.0,0.4
3283,12.0,2.0,14.0,0.5
3284,8.0,3.0,11.0,0.8
3285,19.0,2.0,21.0,0.3
3286,14.0,1.0,15.0,0.9
3287,11.0,3.0,14.0,0.5
3288,14.0,0.0,14.0,0.6
3289,8.0,8.0,16.0,0.2
3290,8.0,8.0,16.0,0.7
3291,14.0,0.0,14.0,0.4
3292,16.0,18.0,34.0,0.8
3293,8.0,11.0,19.0,0.6
3294,19.0,1.0,20.0,0.8
3295,16.0,0.0,16.0,0.2
3296,20.0,0.0,20.0,0.6
3297,16.0,2.0,18.0,0.6
3298,22.0,10.0,32.0,0.3
3299,13.0,0.0,13.0,0.7
3300,1.0,15.0,16.0,0.8
3301,8.0,9.0,17.0,0.9
3302,16.0,20.0,36.0,0.7
3303,9.0,0.0,9.0,0.3
3304,13.0,1.0,14.0,0.2
3305,8.0,8.0,16.0,0.9
3306,9.0,0.0,9.0,0.4
3307,19.0,13.0,32.0,0.3
3308,8.0,3.0,11.0,0.8
3309,12.0,2.0,14.0,0.7
3310,20.0,1.0,21.0,0.8
3311,18.0,11.0,29.0,0.1
3312,15.0,18.0,33.0,0.5
3313,14.0,1.0,15.0,0.2
3314,16.0,0.0,16.0,0.7
3315,20.0,22.0,42.0,0.1
3316,7.0,5.0,12.0,0.6
3317,20.0,3.0,23.0,0.2
3318,16.0,19.0,35.0,1.0
3319,18.0,14.0,32.0,0.3
3320,16.0,12.0,28.0,0.7
3321,19.0,18.0,37.0,0.2
3322,10.0,22.0,32.0,0.9
3323,9.0,3.0,12.0,0.5
3324,20.0,9.0,29.0,0.2
3325,10.0,3.0,13.0,0.4
3326,19.0,19.0,38.0,0.5
3327,19.0,23.0,42.0,0.7
3328,14.0,0.0,14.0,0.4
3329,18.0,12.0,30.0,0.3
3330,15.0,0.0,15.0,0.4
3331,10.0,7.0,17.0,0.6
3332,13.0,3.0,16.0,0.9
3333,11.0,0.0,11.0,0.5
3334,18.0,13.0,31.0,0.5
3335,14.0,0.0,14.0,0.4
3336,19.0,13.0,32.0,0.3
3337,9.0,5.0,14.0,0.9
3338,16.0,20.0,36.0,0.1
3339,12.0,1.0,13.0,0.4
3340,16.0,19.0,35.0,0.9
3341,18.0,13.0,31.0,0.9
3342,16.0,22.0,38.0,0.6
3343,13.0,1.0,14.0,0.7
3344,15.0,0.0,15.0,1.0
3345,19.0,1.0,20.0,0.3
3346,12.0,21.0,33.0,0.2
3347,8.0,9.0,17.0,0.6
3348,8.0,6.0,14.0,1.0
3349,17.0,23.0,40.0,0.5
3350,7.0,8.0,15.0,0.8
3351,18.0,14.0,32.0,0.8
3352,19.0,1.0,20.0,0.5
3353,9.0,8.0,17.0,0.9
3354,13.0,22.0,35.0,0.7
3355,15.0,0.0,15.0,0.2
3356,19.0,13.0,32.0,0.2
3357,19.0,11.0,30.0,0.2
3358,19.0,13.0,32.0,0.6
3359,17.0,15.0,32.0,0.8
3360,9.0,7.0,16.0,0.5
3361,16.0,17.0,33.0,0.8
3362,14.0,0.0,14.0,0.8
3363,19.0,13.0,32.0,0.5
3364,10.0,1.0,11.0,0.9
3365,18.0,22.0,40.0,0.3
3366,15.0,0.0,15.0,0.7
3367,12.0,2.0,14.0,0.5
3368,17.0,0.0,17.0,0.3
3369,14.0,2.0,16.0,0.6
3370,13.0,2.0,15.0,0.7
3371,14.0,1.0,15.0,0.7
3372,18.0,13.0,31.0,0.3
3373,18.0,13.0,31.0,1.0
3374,14.0,0.0,14.0,0.8
3375,15.0,16.0,31.0,0.5
3376,14.0,1.0,15.0,0.8
3377,10.0,0.0,10.0,0.5
3378,21.0,20.0,41.0,0.7
3379,9.0,1.0,10.0,0.6
3380,10.0,2.0,12.0,1.0
3381,20.0,4.0,24.0,0.6
3382,10.0,1.0,11.0,0.2
3383,12.0,2.0,14.0,0.3
3384,20.0,10.0,30.0,0.4
3385,17.0,0.0,17.0,0.2
3386,9.0,9.0,18.0,0.4
3387,16.0,1.0,17.0,0.8
3388,17.0,1.0,18.0,0.2
3389,21.0,13.0,34.0,0.7
3390,14.0,2.0,16.0,0.4
3391,19.0,12.0,31.0,0.6
3392,8.0,2.0,10.0,0.5
3393,15.0,17.0,32.0,0.7
3394,16.0,0.0,16.0,0.8
3395,13.0,20.0,33.0,0.6
3396,9.0,1.0,10.0,0.8
3397,11.0,0.0,11.0,0.9
3398,10.0,4.0,14.0,0.5
3399,8.0,8.0,16.0,1.0
3400,19.0,0.0,19.0,0.1
3401,16.0,15.0,31.0,0.6
3402,10.0,9.0,19.0,0.7
3403,17.0,1.0,18.0,0.7
3404,19.0,12.0,31.0,0.4
3405,9.0,3.0,12.0,0.6
3406,18.0,10.0,28.0,0.6
3407,14.0,19.0,33.0,0.7
3408,12.0,0.0,12.0,0.2
3409,15.0,20.0,35.0,0.6
3410,10.0,21.0,31.0,0.4
3411,6.0,7.0,13.0,0.7
3412,18.0,18.0,36.0,0.3
3413,20.0,4.0,24.0,0.1
3414,15.0,3.0,18.0,0.2
3415,19.0,12.0,31.0,0.5
3416,8.0,3.0,11.0,0.5
3417,13.0,0.0,13.0,0.6
3418,11.0,1.0,12.0,0.4
3419,15.0,1.0,16.0,0.6
3420,2.0,12.0,14.0,0.4
3421,13.0,1.0,14.0,0.3
3422,11.0,0.0,11.0,0.8
3423,10.0,3.0,13.0,0.8
3424,12.0,0.0,12.0,0.6
3425,12.0,21.0,33.0,0.6
3426,16.0,15.0,31.0,0.7
3427,11.0,0.0,11.0,0.3
3428,23.0,14.0,37.0,0.5
3429,10.0,2.0,12.0,0.3
3430,16.0,3.0,19.0,0.6
3431,13.0,0.0,13.0,0.2
3432,18.0,14.0,32.0,0.9
3433,12.0,6.0,18.0,0.3
3434,9.0,3.0,12.0,0.2
3435,22.0,4.0,26.0,0.7
3436,15.0,6.0,21.0,0.7
3437,23.0,4.0,27.0,0.9
3438,14.0,0.0,14.0,0.3
3439,13.0,0.0,13.0,0.4
3440,17.0,0.0,17.0,0.5
3441,24.0,1.0,25.0,0.3
3442,10.0,1.0,11.0,0.7
3443,11.0,22.0,33.0,0.6
3444,9.0,11.0,20.0,0.9
3445,14.0,1.0,15.0,0.5
3446,15.0,0.0,15.0,0.5
3447,8.0,9.0,17.0,0.4
3448,16.0,0.0,16.0,0.3
3449,13.0,2.0,15.0,0.6
3450,20.0,12.0,32.0,0.4
3451,13.0,1.0,14.0,0.5
3452,14.0,0.0,14.0,0.7
3453,18.0,10.0,28.0,0.3
3454,17.0,0.0,17.0,0.2
3455,9.0,0.0,9.0,0.5
3456,18.0,1.0,19.0,0.6
3457,13.0,21.0,34.0,0.5
3458,16.0,19.0,35.0,0.4
3459,21.0,10.0,31.0,0.8
3460,13.0,18.0,31.0,0.7
3461,9.0,0.0,9.0,0.4
3462,17.0,15.0,32.0,0.7
3463,17.0,3.0,20.0,0.9
3464,18.0,1.0,19.0,0.7
3465,15.0,0.0,15.0,0.7
3466,22.0,16.0,38.0,0.9
3467,11.0,0.0,11.0,0.4
3468,22.0,10.0,32.0,0.4
3469,8.0,0.0,8.0,1.0
3470,20.0,15.0,35.0,0.8
3471,19.0,1.0,20.0,0.7
